mouseid,SEX,PGM,PCTT10,TOTDIST,TOTREAR,AMBEPIS,AVGVELO,PCTREST,ACTFACT,ANXFACT,1.52.903,1.58.218,1.63.544,1.68.754,1.73.853,1.78.895,1.84.13,1.142.911,1.152.072,1.157.107,1.162.154,1.172.293,1.189.194,1.194.471,2.6.99,2.14.912,2.30.4,2.46.567,2.65.484,2.70.714,2.75.803,2.80.917,2.97.379,2.115.443,2.120.543,2.125.79,2.131.164,2.136.176,2.147.68,2.153.094,2.163.612,2.168.681,2.178.315,3.5.399,3.15.676,3.23.589,3.30.366,3.58.232,3.63.295,3.116.457,3.130.112,3.144.638,4.28.546,4.64.271,4.84.116,4.90.848,4.95.976,4.101.273,4.106.91,4.114.381,4.119.404,4.146.705,4.154.007,5.3.217,5.8.292,5.13.572,5.34.496,5.54.302,5.59.398,5.70.507,5.76.181,5.114.905,5.129.613,6.8.907,6.30.799,6.43.778,6.48.9,6.57.082,6.66.518,6.71.532,6.76.679,6.81.864,6.92.155,6.97.389,6.102.455,6.113.036,6.118.461,6.130.177,6.137.911,7.4.843,7.10.546,7.16.001,7.32.784,7.57.878,7.63.356,7.95.734,7.113.114,7.120.494,7.125.526,8.3.089,8.9.532,8.15.231,8.27.939,8.42.542,8.52.684,8.57.724,8.63.043,8.68.129,8.73.959,8.84.334,8.89.447,8.99.742,8.106.003,8.120.925,9.19.367,9.35.157,9.75.208,9.85.508,9.97.633,9.103.546,9.115.09,9.120.248,10.6.177,10.27.548,10.33.479,10.50.215,10.57.805,10.66.995,10.72.796,10.80.703,10.86.122,10.91.185,10.96.34,10.101.669,10.109.059,10.126.634,11.8.346,11.24.381,11.30.054,11.35.159,11.45.533,11.68.383,11.73.562,11.78.864,11.84.334,11.110.832,11.115.986,11.121.485,12.8.054,12.14.003,12.20.058,12.25.18,12.34.51,12.44.175,12.50.945,12.62.739,12.67.901,12.73.9,12.84.749,12.90.714,12.95.793,12.101.558,12.113.087,13.6.094,13.12.009,13.17.193,13.22.251,13.35.31,13.40.462,13.51.598,13.56.939,13.67.446,13.89.444,13.94.513,13.99.543,14.10.723,14.75.192,14.92.114,14.97.414,14.102.467,14.108.333,15.57.352,15.78.151,15.89.891,15.101.89,16.17.188,16.45.834,16.51.101,16.56.11,16.61.205,16.71.874,16.82.521,16.87.987,16.93.262,16.98.377,17.9.103,17.14.146,17.27.372,17.32.527,17.39.267,17.45.986,17.51.159,17.56.801,17.71.942,18.11.683,18.16.784,18.21.882,18.28.434,18.51.821,18.70.651,18.77.741,18.85.977,19.3.505,19.49.322,X.45.475,X.61.66,X.85.251,X.100.299,X.106.858,X.125.593,X.151.946
171459,0,0,11.82,3447.9,77,116,31.48,51.5,0.1,-1.115,H,H,B,H,H,H,B,-,B,B,B,B,H,-,-,H,B,H,B,B,B,-,B,-,-,B,B,-,B,-,H,H,H,C,C,-,C,H,C,-,-,H,B,-,B,-,-,B,H,-,-,H,-,H,C,H,H,-,H,-,H,-,H,C,-,C,C,-,-,C,B,-,H,-,-,H,H,H,B,H,H,B,H,H,H,-,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,-,-,C,-,H,B,H,-,H,H,C,C,C,C,H,C,-,C,C,-,-,-,-,-,C,-,-,C,C,H,H,H,H,-,H,-,H,C,H,-,-,C,C,C,C,-,C,C,C,H,H,H,H,H,H,-,H,-,H,-,C,-,H,H,-,H,H,-,H,H,H,H,H,H,C,C,-,C,-,H,H,H,H,-,H,H,H,H,H,H,H,B,H,B,-,-,H,H,H,-,H,H,B,B,B,-,-,H,H
171460,0,0,31.03,3993.2,105,139,34.07,47.18,0.71,0.437,H,-,-,H,H,-,B,H,H,H,H,B,B,B,H,H,H,H,H,H,C,H,-,H,H,H,H,H,H,H,-,H,C,C,-,-,C,H,-,C,-,C,H,C,C,-,C,C,C,H,H,-,H,H,-,C,H,H,-,H,H,H,H,-,H,H,H,H,H,H,H,H,-,H,H,-,-,-,H,C,C,C,H,C,C,C,C,-,C,H,H,B,H,H,H,-,H,H,-,H,H,H,H,H,B,B,B,B,B,B,B,B,C,C,C,-,H,H,H,H,B,B,B,B,-,-,C,C,C,H,H,B,B,B,B,H,H,H,C,-,-,B,B,B,B,H,-,H,H,H,H,C,-,H,H,H,H,H,-,H,H,H,H,H,H,C,H,H,H,H,H,-,H,-,-,H,B,B,B,-,B,B,B,B,B,H,H,H,H,H,H,-,H,H,B,-,-,B,B,H,H,-,-,C,B,B,B,-,-,B,-
177137,0,0,23.18,4767.2,54,154,35.12,45.35,1.18,-0.038,-,C,C,-,-,C,C,-,C,-,C,-,C,C,H,H,-,-,B,B,-,H,H,H,H,-,H,-,H,H,H,H,B,H,H,H,H,H,B,-,-,H,H,-,C,-,C,C,-,C,-,H,H,H,H,H,-,-,H,-,B,-,B,H,-,-,H,B,B,B,B,-,-,B,B,-,-,B,H,H,H,C,-,B,B,B,B,B,C,H,H,H,B,B,B,B,B,B,B,-,-,-,-,H,H,C,C,C,C,-,C,C,-,H,B,H,H,H,C,-,C,-,-,H,B,H,H,-,-,C,C,C,C,-,-,-,-,-,H,H,H,B,-,C,C,C,C,-,C,-,C,-,H,-,B,B,B,B,B,B,-,-,H,-,-,H,-,B,B,H,H,H,B,H,H,C,H,-,-,H,H,H,H,H,H,C,C,C,-,-,-,C,C,-,B,B,-,-,B,B,B,-,C,H,-,B,-,-,-,H,-
177138,0,0,27.8,4827.8,129,166,40.35,43.37,1.63,0.884,B,B,B,-,B,-,B,-,H,H,H,B,H,H,B,B,H,-,C,C,-,-,C,C,C,-,C,-,C,C,-,C,C,H,H,H,H,H,H,-,-,H,H,-,-,H,H,H,H,H,H,H,H,-,B,H,-,H,H,H,H,H,B,H,-,-,H,H,H,H,H,H,-,H,H,H,H,H,H,H,-,H,-,-,H,B,B,B,B,B,B,-,B,H,H,H,H,H,H,H,-,-,-,C,-,C,-,C,C,C,C,C,-,C,C,C,-,C,C,-,-,H,H,H,H,H,B,-,B,B,-,H,H,-,-,B,-,B,H,B,B,B,-,-,H,-,H,H,H,H,H,H,H,-,C,-,C,C,-,-,H,H,C,C,-,H,-,-,-,H,H,B,B,B,C,-,B,B,B,B,B,B,B,-,-,C,C,C,-,-,-,H,H,-,H,H,H,-,H,B,B,-,B,H,B,H,H,H,-,H,H
177139,0,0,17.42,3734.9,58,134,38.39,51.35,0.27,0.086,H,C,C,-,C,C,C,-,-,C,-,C,-,C,-,-,B,-,-,B,-,-,H,H,H,-,-,-,-,H,H,H,H,-,C,C,-,-,C,-,H,C,-,-,-,H,H,-,C,-,C,C,C,H,H,H,-,-,H,H,H,C,-,-,B,B,H,H,H,-,H,C,C,C,C,C,-,C,-,-,H,H,B,B,B,B,H,H,-,H,-,H,-,H,H,H,-,-,B,B,-,B,B,-,-,C,C,C,C,C,H,H,B,B,B,B,-,-,C,-,H,H,H,-,-,C,-,C,H,H,H,H,B,-,-,H,B,H,H,H,H,H,H,C,C,C,C,C,H,H,-,H,H,-,H,H,H,H,-,H,H,H,B,B,-,-,-,-,C,C,C,C,C,C,C,B,B,H,H,H,H,H,H,H,C,C,C,H,-,-,-,H,-,-,-,H,B,-,-,H,-,-,H,H,B,B,B,-,-,B,B
177140,0,0,28.58,5784.2,71,179,41,37.85,2.21,0.906,H,H,C,C,C,C,C,C,-,-,-,H,-,H,-,B,B,H,H,H,H,-,H,H,H,H,-,H,-,H,H,H,B,-,H,H,-,H,H,H,-,H,-,H,-,H,-,H,C,-,-,C,C,-,H,H,H,-,H,-,H,-,-,H,-,-,C,-,-,C,C,-,C,C,C,C,-,C,-,C,-,C,B,-,C,B,B,B,-,H,-,H,H,H,H,H,-,-,H,H,H,-,-,H,-,H,-,H,H,-,H,H,B,-,H,H,-,H,-,H,-,B,-,B,B,-,H,H,-,H,-,B,-,-,B,-,H,-,B,B,B,-,-,-,-,-,B,-,B,B,-,H,H,H,H,-,H,H,-,-,H,-,H,-,H,-,-,-,-,H,H,H,B,H,H,-,-,H,-,H,H,B,B,-,-,C,C,C,C,C,C,C,-,C,B,B,-,B,B,H,B,B,H,B,H,H,H,-,H,H,-
177141,0,0,19.07,4350.7,72,147,33.58,44.52,1.08,-0.489,B,-,-,B,-,-,-,H,-,H,-,H,-,H,-,H,B,-,B,B,H,H,-,C,-,C,-,C,-,C,-,-,C,C,-,-,-,H,H,H,H,-,-,H,-,C,H,H,C,-,-,-,-,-,-,B,H,-,-,-,-,H,H,C,-,C,C,-,-,H,H,-,C,H,C,-,H,-,-,H,-,-,-,-,C,H,-,-,-,H,-,H,H,H,H,-,-,-,-,C,C,-,-,H,-,-,-,B,B,B,-,C,C,-,H,-,H,C,-,B,-,B,B,B,-,-,H,B,B,-,-,-,-,H,H,C,C,H,-,-,-,-,-,-,B,-,-,B,-,B,-,B,-,-,-,-,H,B,-,-,B,B,-,H,H,-,H,-,-,H,H,-,H,-,-,-,B,C,-,-,-,-,C,-,C,B,-,B,B,B,B,-,-,H,H,-,-,C,C,H,H,H,-,B,-,B,B,-,B,B,-
177146,0,0,21.05,3768.6,97,130,37.77,52.77,0.28,0.27,C,C,C,C,C,C,C,C,H,C,C,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,C,H,H,H,H,H,-,C,C,C,C,C,H,H,H,H,H,B,B,B,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,C,H,H,H,H,B,B,B,B,H,B,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,-,H,H,H,C,C,C,C,C,H,C,C,C,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,C,H,H,H,H,H,H,H,H,C,C,B,B,B,-,-,-,B
177147,0,0,11.93,3832.6,62,125,32.46,50.15,0.37,-1.025,B,B,B,-,B,B,B,B,B,B,B,B,H,H,-,B,B,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,-,H,H,H,B,-,C,B,B,-,B,B,B,B,B,H,H,H,H,C,-,C,C,H,H,H,H,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,-,H,H,H,B,-,B,B,B,B,B,B,B,B,B,B,-,C,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,C,H,H,H,C,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,B,B,B,B,B,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,C,H,C,-,C,C,-,H,H,H,H,H,H,H,B,H,B,H,H,H,H,H,H,H
177150,0,0,21.83,3730.8,142,133,35.02,47.68,0.72,-0.059,B,B,B,B,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,-,H,H,H,H,H,C,C,C,C,-,C,C,C,C,C,C,H,H,H,H,-,H,H,H,H,-,B,B,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,B,H,C,C,C,-,C,C,C,C,C,C,H,H,H,B,H,H,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,B,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,-,C,H,B,C,B,B,C,-,C,C,C
177151,0,0,27.71,3728.7,159,125,36.55,61.14,-0.02,0.66,-,C,C,C,C,C,C,C,C,C,C,C,H,H,C,C,C,C,C,-,C,C,C,C,C,C,H,H,B,B,B,B,B,H,H,-,H,H,H,H,C,C,H,H,-,H,H,H,H,H,C,C,C,B,B,B,B,-,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,-,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,C,C,C,-,C,C,-,C,C,C,C,C,C,C,H,B,B,B,B,-,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,B,B,B,B,B,B,C,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,B,H,H,C,C,H,H,H,-,H,H,B,B,B,-,B,C,C
177152,0,0,18.26,3541.8,82,120,43.17,63.87,-0.54,0.856,B,H,H,-,H,H,H,-,-,H,H,H,H,H,H,H,H,-,H,H,-,H,H,C,C,-,C,-,C,C,-,C,C,C,C,C,-,H,H,-,H,C,H,-,C,H,H,H,H,H,H,H,H,H,H,C,-,C,C,C,C,C,C,C,H,-,H,H,H,H,H,H,-,B,B,-,-,H,H,-,B,B,B,H,H,H,H,H,-,C,C,H,H,H,H,-,H,H,-,H,-,H,H,C,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,-,H,-,H,H,H,H,B,-,H,H,H,H,H,-,-,C,-,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,H,H,H,H,H,-,H,-,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,B,B,-,H,H,H,-,-,-,B,B,-,C,C,C,-,C,-,C,-,B,B,C,C,C,C,-,C,C
177153,0,0,31.77,3624.5,161,117,49.13,62.96,-0.38,2.485,H,-,H,H,H,-,H,H,H,H,H,H,C,C,H,H,H,H,C,C,C,C,-,H,H,H,H,H,H,H,-,H,H,H,-,H,B,B,H,C,C,C,H,H,-,H,H,H,H,H,H,-,C,H,H,H,H,C,-,C,-,C,C,H,H,B,B,B,B,B,B,B,B,B,B,-,-,-,B,B,B,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,-,C,C,H,H,B,B,B,B,H,H,-,B,B,-,B,-,B,B,B,B,B,B,B,-,B,B,B,B,B,B,-,-,B,H,H,H,-,-,C,C,C,C,C,C,-,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,-,C,C,C,-,B,-,H,H,H,H,H,-,H,H,H,C,C,C,C,C,C,C,C,-,C,C,C,-,-,C,C,H,H,H,C,H,C,-,C,-,C,C,-
179718,0,0,36.65,4292.9,63,164,49.93,44.82,0.91,2.7,H,H,H,H,-,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,-,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,B,C,C,H,H,H,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,H,B,B,B,-,B,B,B,B,B,B,B,B,H,H,B,B,B,B,B,-,B,B,B,B,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,B,-,B,B,H,H,-,H,C,H,H,H,-,H,H,H
179719,0,0,36.58,3994.8,53,140,41.11,49.9,0.3,1.698,H,-,H,H,C,H,H,B,B,B,B,B,B,B,H,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B,-,B,H,C,C,C,C,C,C,C,C,C,H,H,-,-,H,H,H,H,H,C,C,C,C,C,C,H,-,B,B,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,-,-,H,H,B,H,H,H,H,B,H,C,C,C,C,H,H,H,H,H,H,-,C,C,C,C,C,C,C,-,H,H,H,-,H,H,B,-,H,H,H,H,H,H,H,-,H,B,-,H,H,H,H,H,H,H,H,H,H,C,C,-,C,C,C,C,H,H,H,-,H,C,H,H,H,H,H,H,H,-,B,B,B,B,B,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,-,-,H,H,H,H,-,H,B,B,B,B,-,-,B,B
179720,0,0,38.9,4233.8,57,143,42.53,46.9,0.55,1.984,H,H,H,H,C,H,H,-,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,B,B,B,C,H,H,-,H,H,H,H,H,B,B,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,-,H,H,H,H,H,H,-,H,H,-,H,H,H,H,B,B,H,H,H,B,B,B,-,B,B,B,B,-,B,-,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,-,H,-,H,H,H,H,H,H,H,H,B,B,B,H,H,C,C,C,C,C,C,C,B,B,B,B,B,B,C,H,H,B,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,-,B,C,C,-,C,C,C,C,-,B,B,B,B,B,-,-,B,B
179721,0,0,38.17,3890.2,197,146,40.79,45.1,1.07,1.72,H,H,H,H,-,H,H,-,H,H,H,H,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,-,B,B,B,B,B,C,C,C,C,H,H,-,H,H,C,-,C,-,C,C,C,-,C,C,B,H,H,H,C,H,H,-,H,H,B,B,B,B,B,B,B,B,B,-,B,H,H,H,H,C,C,H,H,-,H,H,H,B,B,B,B,H,H,H,H,H,-,-,H,H,-,H,H,H,-,H,B,B,H,H,-,H,H,H,H,B,B,B,B,B,-,B,B,B,B,-,B,-,H,-,H,H,H,B,B,H,H,H,H,H,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,-,H,H,-,-,H,H,H,H,H,B,B,B,B,B,B,B,B,B,-,H,-,H,H,B,B,-,B,H,H,-,-,H,C,C,-,H,B,H,H,H,-,-,H,-
179722,0,0,21.82,5463,43,170,37.67,40.17,1.85,0.084,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,-,H,H,H,H,H,C,C,C,H,H,H,-,H,H,H,B,B,B,B,C,C,C,C,C,C,C,C,C,C,B,B,H,H,H,H,H,H,H,C,H,H,H,H,H,C,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,H,H,C,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,-,H,-,H,H,B,B,B,B,B,C,C,C,H,H,H,-,-,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,-,-,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,-,H,H,H,H,-,H,H,H,H,H,-,H,H,H
179723,0,0,20.25,3918.9,78,133,32.71,46.2,0.67,-0.47,H,H,H,H,-,H,H,C,-,C,H,H,H,H,B,B,H,H,H,H,H,H,H,H,-,H,H,H,H,H,B,H,H,C,H,H,B,B,B,B,B,B,B,H,H,-,H,H,H,H,H,B,B,H,H,B,H,-,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,-,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,B,H,H,-,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,C,C,C,C,C,C,C,C,B,B,B,H,H,H,-,-,H,-,H,H,H,H,H,H,C,C,H,-,H,H,H,-,-,H,H,H,H,H,B,H,H,H,-,H,B,H,H,H,C,C,C,C,C,C,H,H,H,H,-,H,H,H,H,H,H,H,-,H,C,-,C,H,H,H,-,H,B,B,B,H,-,-,H,H
181224,0,0,19.93,3694.6,180,120,32.98,50.8,0.58,-0.405,H,H,H,H,-,H,H,B,B,B,B,B,B,B,B,B,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,-,H,H,H,-,B,H,C,-,H,-,H,H,H,H,H,B,B,H,H,H,B,B,B,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,-,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,H,H,-,-,-,-,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,-,H,H,H,H,-,H,H,C,C,C,C,B,-,H,H,-,H,C,C,C,C,B,B,B,B,B,B,B,B,B,B,C,-,H,-,H,H,H,H,-,C,C,-,C,C,H,H,-,H,H,B,B,B,-,-,B,B
181225,0,0,20.03,2993.8,103,100,39.12,56.1,-0.54,0.445,B,B,B,-,B,B,B,-,-,H,H,H,C,C,-,H,H,-,H,H,-,H,H,H,C,-,C,-,C,C,C,C,C,-,B,-,B,H,H,-,-,B,-,-,B,-,B,-,H,-,H,B,B,B,B,-,-,-,C,-,C,-,C,-,-,-,H,H,C,H,-,-,C,-,H,B,B,B,B,B,B,B,H,H,H,H,H,H,-,-,B,B,B,H,-,-,H,H,H,H,-,H,-,B,H,-,-,H,B,-,B,B,H,H,H,-,H,H,-,-,H,H,H,-,B,-,B,-,H,-,H,H,-,-,-,H,-,B,H,H,H,-,-,C,-,H,-,B,H,H,H,H,H,-,H,H,H,B,-,B,-,H,H,-,-,C,-,-,C,C,C,B,B,B,B,H,H,H,-,H,H,H,H,-,H,-,H,-,-,-,-,C,-,-,H,H,-,-,H,H,H,-,H,H,B,-,H,-,-,H,-
182211,0,0,27.93,2764.5,115,101,39.46,54.77,-0.59,1.028,H,H,H,H,H,H,H,B,B,B,-,B,B,B,B,B,B,H,B,B,B,H,H,H,-,-,C,C,C,C,H,C,C,B,B,B,B,H,H,H,H,H,B,-,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,B,B,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,-,C,C,C,C,C,C,C,C,C,-,C,C,-,-,H,H,-,B,B,B,B,H,C,H,H,H,H,-,H,H,-,-,H,H,H,H,B,C,C,C,C,C,C,H,H,H,B,B,B,H,H,H,H,-,H,H,H,C,C,C,C,C,C,C,-,C,H,C,H,-,H,H,H,H,H,H,H,H,-,C,C,C,H,C,C,C,H,H,H,C,C,C,C,C,C,C,H,H,H,-,H,H,H,H,H,H,H,H,-,H,H,H,-,H,H,H,H,B,B,-,-,B
182212,0,0,32.3,3548.1,50,124,34.56,49.33,0.03,0.635,H,-,B,-,B,-,B,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,-,B,B,B,C,C,H,H,H,H,H,H,H,H,H,-,-,H,H,-,H,H,H,B,H,H,-,H,-,C,C,C,H,B,B,B,B,B,B,B,B,B,B,-,B,B,-,-,B,B,H,H,C,C,C,C,C,C,H,-,H,H,H,H,H,H,H,H,H,H,H,H,-,C,C,B,B,H,H,-,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,C,C,H,H,H,H,H,H,H,H,C,C,C,C,C,C,-,C,C,C,C,H,-,-,B,B,-,B,-,B,H,H,H,H,H,H,H,H,H,C,H,H,B,H,H,H,H,B,B,B,B,B,H,C,C,-,C,C,C,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
182213,0,0,26.62,3966.8,86,128,34.31,44.52,0.66,0.141,H,H,H,-,H,H,H,-,H,H,H,H,-,H,H,H,H,-,B,B,-,B,B,B,B,-,B,-,B,B,B,B,H,B,B,H,H,H,H,-,C,H,B,-,B,H,H,H,H,H,H,C,-,H,H,H,-,-,H,H,H,H,B,B,H,-,H,H,H,H,-,H,H,H,H,H,H,H,-,H,H,H,H,B,B,B,B,B,B,B,-,-,B,H,H,H,H,H,-,H,-,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,C,-,C,H,C,H,C,-,-,C,H,C,H,-,-,H,-,H,H,H,H,B,B,B,B,B,B,B,B,B,H,C,-,-,-,H,H,H,-,H,B,B,B,B,-,C,-,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,H,B,H,H,-,-,-,H,H,-,-,C,-,-,H,H,H,-,B,H,-,B,B,B,-,-,H
182214,0,0,36.6,4080.7,92,145,38.29,47.62,0.67,1.328,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,C,H,-,H,H,H,H,H,H,H,B,-,H,H,H,H,H,B,B,B,H,H,-,H,H,H,H,H,-,H,-,H,H,C,-,-,C,H,-,H,-,-,H,H,H,H,-,C,H,H,H,H,H,H,H,H,-,H,H,-,-,C,-,H,-,H,H,H,H,H,H,H,H,H,-,B,B,B,-,B,B,B,B,B,H,H,H,H,-,C,C,C,H,H,H,H,B,B,B,B,-,-,B,-,-,H,C,-,C,C,C,-,B,-,B,B,-,-,H,H,C,C,C,C,H,-,-,B,B,H,H,H,H,-,B,B,H,H,H,C,C,-,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,B,B,H,B,B,B,-,-,B
182957,0,0,18.13,4734.5,89,157,38.59,44.43,1.39,0.027,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,H,H,H,H,H,-,B,B,-,B,B,B,B,-,B,B,B,B,B,H,B,B,B,H,H,H,H,-,-,H,B,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,B,H,H,-,-,H,H,-,H,H,H,C,C,C,C,C,H,H,B,-,B,B,H,B,B,H,-,H,H,C,C,C,C,-,C,-,H,C,C,H,H,H,H,C,C,H,C,C,C,C,C,C,C,H,-,H,H,H,H,H,H,H,H,-,H,B,B,B,B,B,H,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,-,C,C,H,H,H,H,H,H,H,H,-,C,-,H,H,H,H,H,H,C,B,B,B,B,B,-,-,B
182958,0,0,28.2,3208.3,82,112,38.22,52.9,-0.3,0.852,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,-,C,-,H,C,C,-,C,C,H,C,C,B,B,B,-,B,B,B,B,-,B,C,C,C,-,C,C,C,C,C,H,-,H,C,C,C,C,C,-,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,H,H,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,C,H,-,C,C,H,B,C,C,C,-,H,H,B,B,B,B,B,B,B,-,H,H,H,H,H,H,C,C,H,H,H,H,-,H,-,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,B,B,B,B,C,C,C,H,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,B,C,C,-,C,C,C,C,H,C,H,H,H,H,H,H,H,-
